folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas,ingreso_hogar,educacion_jefe,edad_jefe,sexo_jefe,prob_workers_0,prob_workers_1,prob_workers_2,prob_workers_3,prob_workers_4_mas,prob_bathrooms_0,prob_bathrooms_1,prob_bathrooms_2_mas,prob_rooms_1,prob_rooms_2,prob_rooms_3,prob_rooms_4_mas,modelo_puntos_14_anos_trabajo_mes,modelo_puntos_banos_completos,modelo_puntos_cuartos_dormir
44,2023-01-26 00:00:00+00:00,Guadalajara,1403900010539,09,Congestionamiento,Poca frecuencia de paso en la noche,2,Propia,"$15,001 y $25,000",2,1,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,43,"$15,001 y $25,000",27.0,35,Hombres,0.042264355873881436,0.2903171657386969,0.6450469250209615,0.01718411479299639,0.005187438573464127,0.039772689769249775,0.704471731155613,0.25575557907513724,0.3906116291539341,0.4194119264679481,0.1476965806337209,0.04227986374439687,25.458115195189404,28.92783376426616,14.733157431748644
45,2023-01-26 00:00:00+00:00,Guadalajara,1403900015012,09,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Propia,"$10,001 y $15,000",1,0,2,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"$10,001 y $15,000",59.0,32,Mujeres,0.07870103286479178,0.46390134763570867,0.3728281288906427,0.06587291363930638,0.018696576969550686,0.040947979245690685,0.7135529310865717,0.24549908966773773,0.16394098501618104,0.5464569035639617,0.24225269406347066,0.04734941735638653,22.68683743269624,28.663727560461393,17.3840843500805
46,2023-01-26 00:00:00+00:00,Guadalajara,1403900014245,09,Falta de estacionamiento,La distancia a las paradas,2,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,No,Sí,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,0,"$3,001 y $7,000",59.0,71,Hombres,0.402002365448096,0.3732113835850501,0.2195218571396918,0.0038462654460691636,0.0014181283810922726,0.1677347833516372,0.6857157667544107,0.1465494498939521,0.4612285314021799,0.39046365609680517,0.1231656747499439,0.02514213775107097,12.666782366872006,23.345002547121606,13.697771350799247
47,2023-01-26 00:00:00+00:00,Guadalajara,140390001418A,09,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,5,Propia,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"$10,001 y $15,000",18.0,73,Hombres,0.09681599706822432,0.3929750065264075,0.34340936733616056,0.1009287107964681,0.06587091827273993,0.11100333797005708,0.614766621866348,0.27423004016359487,0.055427112649434174,0.3843221083974702,0.4199597171199329,0.14029106183316264,25.201162196591756,27.64321081248131,21.16091782509459
48,2023-01-26 00:00:00+00:00,Guadalajara,1403900013800,09,Pavimento deteriorado,Poca frecuencia de paso en la noche,3,Propia,"$10,001 y $15,000",0,0,3,,Jefe del hogar,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,"$10,001 y $15,000",11.0,41,Mujeres,0.10526072799321728,0.3120273390269441,0.4082303891452275,0.14440755741157935,0.03007398642303171,0.324581159663747,0.6056156671789165,0.06980317315733654,0.1578970690873621,0.6289859157964302,0.17686733059862106,0.036249684517586596,25.8128129616438,17.815525150688813,16.731757044371456
49,2023-01-26 00:00:00+00:00,Guadalajara,140390001083A,09,Falta de estacionamiento,El sobrecupo de personas en las unidades del transporte,2,Propia,"$10,001 y $15,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,No,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,"$10,001 y $15,000",59.0,33,Hombres,0.10714745849405975,0.4838285160934676,0.39886106346430233,0.00824312021764313,0.0019198417305276553,0.016361880936178137,0.6721730453920155,0.3114650736718065,0.41122990929253145,0.4219781888404613,0.12994839521835988,0.0368435066486474,20.118414584369155,30.77101155198328,14.339243993784985
50,2023-01-26 00:00:00+00:00,Guadalajara,140390001418A,09,Falta de cruces peatonales,Falta de cubiertas para espera en las paradas,3,Prestada,"$15,001 y $25,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"$15,001 y $25,000",59.0,51,Mujeres,0.052117786711201194,0.5281296269349491,0.3521092970584475,0.06616429493837846,0.001478994357023295,0.013052873998394995,0.6535174509115287,0.3334296750900763,0.08910308313081602,0.5343428583643435,0.34844213840712646,0.02811192009771402,21.97110883577994,31.355613551110274,18.524503163773907
51,2023-01-26 00:00:00+00:00,Guadalajara,1403900014283,09,Congestionamiento,El tiempo de duración de viaje,5,Prestada,No quiso responder,0,0,0,,,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,,18.0,37,Hombres,0.009037682856505032,0.4543689732625293,0.41647710432772705,0.09595205856380463,0.024164180989433105,0.31318357085344556,0.598675326668387,0.08814110247816752,0.24294468071349515,0.5239505972547546,0.19778246611710013,0.03532225591465003,25.61413456738791,18.51083965651516,16.203858377863238
52,2023-01-26 00:00:00+00:00,Guadalajara,1403900010859,09,Falta de señalamientos,El sobrecupo de personas en las unidades del transporte,2,Propia,"Hasta $1,500",1,0,0,,Jefe del hogar,No,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22,"Hasta $1,500",11.0,63,Hombres,0.1522940693400394,0.4623530442039155,0.3769434658723901,0.005660642759256663,0.0027487778243976816,0.5401177342000021,0.363716121084369,0.09616614471562897,0.5053897023635696,0.31062970089478104,0.15505258849229564,0.028928008249353713,19.04860811931689,13.248995707659418,13.660151221019468
53,2023-01-26 00:00:00+00:00,Guadalajara,140390001090A,09,Congestionamiento,El tiempo de duración de viaje,5,Rentada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,"$3,001 y $7,000",18.0,41,Mujeres,0.08669614102066932,0.541226742188576,0.2567997887864522,0.08326840360337037,0.03200892440093161,0.37429168276624725,0.5926497181982028,0.03305859903554987,0.2374165725710856,0.5839204304679164,0.1538979369170549,0.024765060043943028,21.862085539420526,15.77734739142771,15.72809187547084
54,2023-01-26 00:00:00+00:00,Guadalajara,1403900010539,09,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,"$7,001 y $10,000",0,1,0,,Hijo,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,"$7,001 y $10,000",11.0,81,Hombres,0.05924152982306816,0.36519837937541033,0.3045156664544921,0.18309152650245408,0.08795289784457568,0.3670945910536439,0.4773829192836594,0.15552248966269652,0.09597310960748918,0.38885167925072683,0.3700281374339824,0.14514707370780167,28.70529833835241,18.766747076954562,20.51479340193677
55,2023-01-26 00:00:00+00:00,Guadalajara,1403900013209,09,Congestionamiento,Falta de información de rutas,2,Propia,"$10,001 y $15,000",0,0,0,,Cónyuge,No,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,"$10,001 y $15,000",11.0,71,Hombres,0.43778081050836287,0.3727615191078302,0.18579525309834125,0.002391024851741611,0.0012713924337249632,0.330689157231217,0.5882716652126446,0.08103917755613838,0.3913409020618943,0.46107329107478834,0.12182047301115174,0.025765333852165465,11.538617714303367,17.927361310241974,14.256081909228705
56,2023-01-26 00:00:00+00:00,Guadalajara,1403900015296,09,Vialidades insuficientes,Falta de información de rutas,3,Propia,No quiso responder,1,0,0,En la cochera de la casa,Cónyuge,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,,27.0,45,Hombres,0.02562612833401852,0.3465971634015682,0.5210213246737171,0.10404367915784676,0.0027117044328495606,0.06258415991550174,0.6764276057303846,0.2609882343541137,0.08020979202568053,0.5404406423344263,0.3235681186783502,0.05578144696154295,26.302041727573528,28.50070955217258,18.839369764606047
57,2023-01-26 00:00:00+00:00,Guadalajara,1403900015296,09,Falta de estacionamiento,La falta de comodidad de las unidades del transporte,6,Rentada,"$7,001 y $10,000",0,0,1,,Jefe del hogar,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0,"$7,001 y $10,000",27.0,40,Hombres,0.009163194431596494,0.467299869143743,0.3789144533834902,0.08318061103554211,0.06144187200562847,0.25030595115863974,0.7030358477403171,0.04665820110104311,0.17819212836982284,0.5514724687617203,0.22605380861370034,0.044281594254756564,26.330108392022613,19.06579579751664,17.091398950027127
58,2023-01-26 00:00:00+00:00,Guadalajara,1403900014283,09,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Propia,"$15,001 y $25,000",0,0,0,,Cónyuge,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0,"$15,001 y $25,000",27.0,37,Mujeres,0.032580653911799706,0.22242557137239494,0.4840846908655411,0.19833631367780022,0.06257277017246418,0.2674546877759841,0.615214299727643,0.11733101249637302,0.08864198280578416,0.4603505043909073,0.3464527596845623,0.10455475311874635,31.283418397116822,20.279700780792965,19.735362264930167
59,2023-01-26 00:00:00+00:00,Guadalajara,1403900013209,09,Falta de ciclovías,Conducción del/ de la chofer,3,Prestada,"$10,001 y $15,000",1,0,2,,Jefe del hogar,Sí,No,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"$10,001 y $15,000",59.0,28,Hombres,0.013077851833635318,0.5516585795859315,0.40252849088638537,0.031505229374873676,0.001229848319175106,0.031062391150014423,0.7636401396658958,0.20529746918408975,0.33815403321581244,0.5064434335420298,0.13182687971533058,0.023575653526827122,22.27752320998079,27.976344403633718,14.726593228425378
60,2023-01-26 00:00:00+00:00,Guadalajara,140390001418A,09,Congestionamiento,El costo del viaje,2,Rentada,"$10,001 y $15,000",0,1,1,,Jefe del hogar,No,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0,"$10,001 y $15,000",18.0,46,Hombres,0.015862554933129526,0.3234585237306768,0.6341958834634365,0.020845477747755047,0.005637560125001953,0.21734237607629886,0.748714434312133,0.033943189611568184,0.6238717979872663,0.33168485278324816,0.03666823211057182,0.007775117118913553,25.814733387348532,19.564476335234897,11.426773346889057
61,2023-01-26 00:00:00+00:00,Guadalajara,1403900014245,09,Pavimento deteriorado,Falta de información de rutas,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,"$3,001 y $7,000",18.0,46,Hombres,0.08786890224663589,0.5277019755281092,0.37241997247321307,0.009015991377126545,0.0029931583749151927,0.39020293417263957,0.5493561969268294,0.060440868900531054,0.44213689493829317,0.43132876115469665,0.09921276784553223,0.02732157606147794,20.05786704380889,16.025269564568863,13.69375220024156
62,2023-01-26 00:00:00+00:00,Guadalajara,1403900010859,09,Congestionamiento,Poca frecuencia de paso en el día,5,Prestada,No quiso responder,0,0,0,,,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0,,27.0,56,Hombres,0.028351121685248816,0.2861925621773965,0.31933185527336677,0.24860523001810117,0.11751923084588642,0.13588901833042127,0.6775614707605908,0.186549510908988,0.08999665966257621,0.4362637406529151,0.3940756840522848,0.07966391563222396,32.79668960856704,25.029302310976615,19.707254845233255
63,2023-01-26 00:00:00+00:00,Guadalajara,1403900015012,09,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Rentada,No quiso responder,1,0,0,En la cochera de la casa,Hijo,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,,27.0,61,Hombres,0.01859476282212048,0.2510927501535508,0.4100672239811153,0.2460652851546155,0.07417997788859744,0.02041721459559441,0.7549744073334763,0.2246083780709293,0.07485350180242063,0.4994469471865383,0.38272522044720814,0.04297433056383283,32.32245696403459,28.67597954533711,19.150563038179623
64,2023-01-26 00:00:00+00:00,Guadalajara,1403900010539,09,Falta de señalamientos,La distancia a las paradas,1,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,"$10,001 y $15,000",11.0,57,Hombres,0.20136794170209082,0.7686297831889387,0.01776804784752505,0.008138515077119716,0.004095712184325565,0.1445360884428205,0.7067617851747983,0.1487021263823813,0.43334669246897334,0.37296456409025003,0.14634533560750881,0.04734340783326779,12.704466367898725,23.95128278416708,14.461483670440566
65,2023-01-26 00:00:00+00:00,Guadalajara,1403900015012,09,Insuficiente transporte público,El tiempo de duración de viaje,4,Propia,No sabe,1,0,0,"En la calle, afuera de la casa",Otro parentesco,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22,,11.0,62,Hombres,0.04226215404766518,0.20763457573436023,0.3548177825032001,0.33134474227561717,0.06394074543915758,0.08448441789470286,0.6290932605858026,0.2864223215194945,0.05119342579952475,0.40902701555188203,0.4486324447209125,0.09114711392768068,33.256113510081605,28.560087365475503,20.637865974213994
66,2023-01-26 00:00:00+00:00,Guadalajara,140390001083A,09,Falta de cruces peatonales,El sobrecupo de personas en las unidades del transporte,3,Propia,"$3,001 y $7,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,No,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"$3,001 y $7,000",59.0,66,Hombres,0.1845877187481511,0.4208338870449297,0.30864054796706775,0.08312659182753852,0.0028112544123137058,0.04617013590370002,0.6346428333535129,0.3191870307427871,0.09865986075082578,0.5038842894645733,0.3478432689065098,0.04961258087809101,19.87567503587095,30.233218445395302,18.787268559294926
67,2023-01-26 00:00:00+00:00,Guadalajara,1403900014245,09,Falta de estacionamiento,Falta de información de rutas,2,Propia,"$1,501 y $3,000",1,0,0,,Cónyuge,No,Sí,249,,0.0867898246584574,0.6404809446893521,0.1213686583909725,0.0318619577439314,0.0546073271652109,0.0530720845387019,0.0118192028133736,,15.573034331111671,0,22,"$1,501 y $3,000",15.573034331111671,77,Hombres,0.47449597824987777,0.3250600465889731,0.19733486538652145,0.002474307031526296,0.000634802743101379,0.4225970451466817,0.4846582057815223,0.09274474907179595,0.5089666467175085,0.35579096023954765,0.10993656635541178,0.025305826687532153,11.145822616596156,15.990800145130944,13.212652584103743
68,2023-01-26 00:00:00+00:00,Guadalajara,1403900010859,09,Falta de cruces peatonales,Falta de información de rutas,4,Propia,"$3,001 y $7,000",0,1,0,,Cónyuge,No,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,"$3,001 y $7,000",11.0,78,Hombres,0.0648880339980777,0.3590982794641676,0.34491282042127097,0.16752297948322728,0.06357788663325738,0.7069123060068453,0.26103766692341124,0.03205002706974353,0.23650733445487226,0.5000392787618386,0.2128188620420192,0.05063452474126997,27.663079765879072,7.771255278439815,16.620644616557495
69,2023-01-26 00:00:00+00:00,Guadalajara,1403900010825,09,Congestionamiento,La distancia a las paradas,5,Rentada,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"$15,001 y $25,000",18.0,59,Mujeres,0.015090482801325432,0.20662615494753608,0.4180144665871339,0.28305562577482807,0.07721326988917683,0.040328616113919434,0.7888319761126577,0.17083940777342294,0.06555493535769999,0.5353235913877715,0.338860534554842,0.06026093869968645,33.78840903729607,26.961419592054664,19.150619812772117
70,2023-01-26 00:00:00+00:00,Guadalajara,1403900014226,09,Pavimento deteriorado,Poca frecuencia de paso en el día,4,Propia,"$10,001 y $15,000",1,0,2,En la cochera de la casa,Jefe del hogar,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"$10,001 y $15,000",18.0,63,Hombres,0.04424915434439927,0.3023157214779228,0.4500516590646572,0.17182696506935988,0.031556500043661215,0.09837984784785975,0.6561940882126508,0.24542606393948949,0.06126675289871559,0.4731015202138135,0.4055447138929688,0.060087012994502025,28.315324149027102,27.283683122259625,19.715615895866055
71,2023-01-26 00:00:00+00:00,Guadalajara,1403900014245,09,Insuficiente transporte público,Falta de información de rutas,3,Rentada,"$3,001 y $7,000",1,0,1,"En la calle, afuera de la casa",Otro parentesco,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,"$3,001 y $7,000",27.0,48,Hombres,0.047400806233905496,0.4696712505328634,0.42008546068773867,0.05869275800505363,0.004149724540438321,0.0974190465527005,0.8258933945064523,0.07668755894084725,0.18526631410246455,0.6289179614183511,0.16803681866619527,0.017778905812989042,23.020718104512053,23.425756738374677,16.146626529517672
72,2023-01-26 00:00:00+00:00,Guadalajara,1403900014283,09,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,6,Rentada,"$10,001 y $15,000",0,0,0,,Cónyuge,No,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,"$10,001 y $15,000",11.0,37,Hombres,0.009074709697974113,0.30783534521325306,0.4646974734459841,0.15325312265691185,0.06513934898587757,0.5058848770975329,0.47821137661243973,0.01590374629002732,0.3387107611170244,0.5195404146271692,0.11120007026622927,0.030548753989577137,30.046295785380778,12.224549114329836,14.668694537026873
73,2023-01-26 00:00:00+00:00,Guadalajara,1403900010859,09,Falta de estacionamiento,Poca frecuencia de paso en el día,6,Rentada,"$7,001 y $10,000",0,0,1,,Jefe del hogar,Sí,Sí,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,"$7,001 y $10,000",18.0,44,Mujeres,0.06791442343883114,0.38051643711293953,0.3243210387014501,0.15153356640922527,0.07571453433755404,0.3025773763796508,0.6560383059566173,0.04138431766373187,0.14742434141954755,0.560144789317429,0.22937561894749614,0.06305525031552732,27.350829405854206,17.68998227315421,17.664494225272023
74,2023-01-26 00:00:00+00:00,Guadalajara,1403900013800,09,Tiempos excesivos de traslado,Poca frecuencia de paso en la noche,3,Rentada,"$10,001 y $15,000",0,0,1,,Hijo,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,"$10,001 y $15,000",11.0,72,Mujeres,0.09878513291057696,0.3844694332750131,0.3727053968060195,0.13283098087102846,0.011209056137362297,0.10052399556631014,0.7935969965533151,0.1058790078803748,0.1513960283873334,0.636348246671609,0.18863835823482536,0.023617366706232285,24.11488634455821,24.02264128765718,16.675816506079656
75,2023-01-26 00:00:00+00:00,Guadalajara,1403900015296,09,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,"$15,001 y $25,000",1,0,1,En la cochera de la casa,Jefe del hogar,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,"$15,001 y $25,000",27.0,65,Hombres,0.032003005330446026,0.28963422925593363,0.33967024736378887,0.19552328512279485,0.14316923292703757,0.06059270032988539,0.6320733935220905,0.30733390614802425,0.04150029781463263,0.3551817798481324,0.47994777957450474,0.12337014276273017,32.601685431314316,29.61445503348731,21.48150213828266
76,2023-01-26 00:00:00+00:00,Guadalajara,1403900010825,09,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,4,Propia,"Más de $25,001",2,1,3,En la cochera de la casa,Jefe del hogar,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,43,"Más de $25,001",27.0,48,Hombres,0.010566755094702248,0.17390284721156007,0.38340467709941745,0.2958612735323165,0.13626444706200416,0.023051865508846803,0.5040992999441773,0.47284883454697574,0.021583715262321196,0.2756341570921085,0.5432701708931675,0.1595119567524027,36.415837551524156,34.322278422368115,22.72568295308521
