folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas
14005,2023-04-05 00:00:00+00:00,Ixtlahuacán de los Membrillos,140440011,54,,,3,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,27,,0.0100560838472392,0.066806339765289,0.4183930268400193,0.0784112423542013,0.3166425585469509,0.1034263486529991,0.0062643999933011,,25.253380445410382,32,0
14006,2023-04-05 00:00:00+00:00,Tonalá,1410100011554,13,Calles inundadas,Poca frecuencia de paso en la noche,5,Propia,No sabe,0,0,0,,Hijo,Sí,No,23,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
14007,2023-04-05 00:00:00+00:00,Tonalá,1410100011200,13,Congestionamiento,Poca frecuencia de paso en la noche,3,Rentada,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Cónyuge,No,No,23,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,22
14008,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Propia,No quiso responder,2,1,3,En la cochera de la casa,Jefe del hogar,No,Sí,59,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,43
14009,2023-04-05 00:00:00+00:00,Ixtlahuacán de los Membrillos,140440011,54,,,1,Hipotecada,No quiso responder,1,0,0,,Jefe del hogar,No,No,27,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
14010,2023-04-05 00:00:00+00:00,Tonalá,1410100011200,13,Calles inundadas,Falta de información de rutas,2,Propia,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,23,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
14011,2023-04-05 00:00:00+00:00,Ixtlahuacán de los Membrillos,140440011,54,,,2,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,27,,0.0100656351061767,0.0680186074188344,0.3504532368496046,0.0784857172781096,0.3784278622349867,0.1082785911977914,0.0062703499144964,,26.00050334604312,32,0
14012,2023-04-05 00:00:00+00:00,Tonalá,1410100011554,13,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,6,Propia,No sabe,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,23,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,43
14013,2023-04-05 00:00:00+00:00,Ixtlahuacán de los Membrillos,1404400100238,54,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,1,Rentada,"$10,001 y $15,000",0,1,0,,Jefe del hogar,No,Sí,27,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
14014,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Rentada,No sabe,0,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,59,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
14015,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411259,02F,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$7,001 y $10,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,57,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
14016,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053151,59,Vialidades insuficientes,El tiempo de duración de viaje,1,Prestada,"$10,001 y $15,000",1,0,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14017,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053503,59,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Rentada,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Hijo,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14018,2023-04-05 00:00:00+00:00,Ixtlahuacán de los Membrillos,1404400100238,54,Tiempos excesivos de traslado,Conducción del/ de la chofer,2,Propia,"$10,001 y $15,000",0,0,0,,Cónyuge,Sí,Sí,27,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
14019,2023-04-05 00:00:00+00:00,Tonalá,1410100011554,13,Calles inundadas,Poca frecuencia de paso en la noche,4,Propia,No sabe,0,0,0,,Hijo,Sí,No,23,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
14020,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Prestada,No quiso responder,1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,59,,0.0356118399450028,0.030939825326358,0.1554325584491827,0.0415294493016291,0.1606717872027709,0.5510894905073983,0.0247250492676579,,43.047348846774945,32,22
14021,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411259,02F,Congestionamiento,Poca frecuencia de paso en el día,6,Propia,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,57,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
14022,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053147,59,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Prestada,"$10,001 y $15,000",0,0,1,,Cónyuge,Sí,Sí,19,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
14023,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Propia,No sabe,0,1,2,,Jefe del hogar,No,Sí,59,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
14024,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Congestionamiento,Poca frecuencia de paso en el día,6,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,59,,0.0797126449808545,0.0696677946327442,0.2163124106516051,0.0694525937359485,0.1698389100563888,0.3570026153851691,0.0380130305572897,,35.137291265233,32,22
14025,2023-04-05 00:00:00+00:00,Ixtlahuacán de los Membrillos,1404400100238,54,Vialidades insuficientes,Poca frecuencia de paso en el día,1,Propia,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,27,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14026,2023-04-05 00:00:00+00:00,Tonalá,1410100011200,13,Calles inundadas,El sobrecupo de personas en las unidades del transporte,4,Rentada,No quiso responder,0,0,0,,Hijo,Sí,No,23,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
14027,2023-04-05 00:00:00+00:00,Ixtlahuacán de los Membrillos,1404400100238,54,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,5,Rentada,"$3,001 y $7,000",0,0,0,,Nieto,Sí,Sí,27,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
14028,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411259,02F,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",2,1,3,En la cochera de la casa,Hijo,Sí,Sí,57,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,43
14029,2023-04-05 00:00:00+00:00,Ixtlahuacán de los Membrillos,1404400100238,54,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,27,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
14030,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053503,59,Tiempos excesivos de traslado,Trato del/de la chofer,4,Propia,"$15,001 y $25,000",0,0,0,,Hijo,Sí,Sí,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
14031,2023-04-05 00:00:00+00:00,Tonalá,1410100011200,13,Pavimento deteriorado,El tiempo de duración de viaje,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,23,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,43
14032,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053147,59,Falta de señalamientos,Trato del/de la chofer,3,Rentada,"$10,001 y $15,000",0,0,0,,Cónyuge,No,No,19,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14033,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411259,02F,Congestionamiento,Poca frecuencia de paso en el día,6,Propia,"$7,001 y $10,000",0,2,1,En la cochera de la casa,Cónyuge,Sí,Sí,57,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
14034,2023-04-05 00:00:00+00:00,Ixtlahuacán de los Membrillos,1404400100238,54,Insuficiente transporte público,Poca frecuencia de paso en el día,1,Rentada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,27,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
14035,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411259,02F,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Propia,"$1,501 y $3,000",0,0,0,,Jefe del hogar,No,Sí,57,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
14036,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,Sí,59,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
14037,2023-04-05 00:00:00+00:00,Ixtlahuacán de los Membrillos,1404400100238,54,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Rentada,"$7,001 y $10,000",0,1,2,,Jefe del hogar,Sí,Sí,27,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
14038,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,No sabe,0,1,0,,Compañero,Sí,Sí,59,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
14039,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,0,0,0,,Jefe del hogar,No,Sí,59,,0.0564675890324829,0.0681349396404453,0.4240346133521587,0.0584137688180172,0.3091760399179706,0.0780672736511564,0.0057057755877687,,23.16433720736193,0,0
14040,2023-04-05 00:00:00+00:00,Ixtlahuacán de los Membrillos,1404400100238,54,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,"$7,001 y $10,000",0,0,0,,Hijo,Sí,Sí,27,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
14041,2023-04-05 00:00:00+00:00,Tonalá,1410100011200,13,,,2,Rentada,No quiso responder,0,0,0,,Jefe del hogar,No,No,23,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0
14042,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Insuficiente transporte público,Poca frecuencia de paso en la noche,3,Propia,No quiso responder,0,1,0,,Jefe del hogar,No,Sí,59,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14043,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053503,59,Pavimento deteriorado,La distancia a las paradas,3,Rentada,"$7,001 y $10,000",0,0,2,,Hijo,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0
14044,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053147,59,Insuficiente transporte público,El tiempo de duración de viaje,3,Rentada,No quiso responder,0,0,0,,Cónyuge,No,No,19,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14045,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,6,Propia,No sabe,1,1,0,En la cochera de la casa,Hijo,No,Sí,59,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22
14046,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Congestionamiento,El sobrecupo de personas en las unidades del transporte,5,Propia,No quiso responder,0,0,0,,Cónyuge,Sí,Sí,59,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
14047,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053503,59,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,4,Rentada,"$10,001 y $15,000",0,0,0,,Cónyuge,No,Sí,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0
14048,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053147,59,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,No quiso responder,0,0,0,,Cónyuge,No,Sí,19,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
14049,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053503,59,Insuficiente transporte público,Trato del/de la chofer,3,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,Sí,19,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14050,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053503,59,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Rentada,"$7,001 y $10,000",2,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,19,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,43
14051,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411263,02F,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,"$7,001 y $10,000",1,1,1,En la cochera de la casa,Cónyuge,Sí,Sí,57,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
14052,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Propia,No sabe,0,1,1,En la cochera de la casa,Cónyuge,Sí,Sí,59,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
14053,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411263,02F,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,"$7,001 y $10,000",0,0,0,,Hijo,Sí,Sí,57,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
14054,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053503,59,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Rentada,"$15,001 y $25,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
14055,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411263,02F,Insuficiente transporte público,Poca frecuencia de paso en el día,7,Propia,"$10,001 y $15,000",2,1,3,En la cochera de la casa,Hijo,Sí,Sí,57,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,43
14056,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411263,02F,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",2,0,0,En la cochera de la casa,Hijo,Sí,Sí,57,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,43
14057,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,No sabe,0,0,0,,Cónyuge,No,Sí,59,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14058,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053503,59,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,No,19,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
14059,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053147,59,Insuficiente transporte público,El tiempo de duración de viaje,1,Prestada,"$7,001 y $10,000",0,0,1,,Jefe del hogar,No,No,19,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
14060,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411263,02F,Insuficiente transporte público,Falta de información de rutas,3,Propia,"$3,001 y $7,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,57,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
14061,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053503,59,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Rentada,"$10,001 y $15,000",0,1,0,,Cónyuge,Sí,No,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
14062,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411263,02F,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,"$10,001 y $15,000",0,0,1,,Jefe del hogar,Sí,Sí,57,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
14063,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053147,59,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Rentada,"$10,001 y $15,000",0,0,0,,Cónyuge,No,Sí,19,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14064,2023-04-05 00:00:00+00:00,El Salto,1407000010702,60,Insuficiente transporte público,Trato del/de la chofer,7,Propia,No sabe,1,0,1,En la cochera de la casa,Hijo,Sí,Sí,59,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14065,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053503,59,Insuficiente transporte público,Conducción del/ de la chofer,2,Rentada,No quiso responder,0,0,1,,Cónyuge,Sí,No,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
14066,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411263,02F,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,"$7,001 y $10,000",0,0,0,,Hijo,Sí,Sí,57,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
14067,2023-04-05 00:00:00+00:00,Tlajomulco,1409700411263,02F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,"$1,501 y $3,000",0,0,0,,Cónyuge,Sí,Sí,57,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
14068,2023-04-05 00:00:00+00:00,Tlajomulco,1409700053147,59,Insuficiente transporte público,El tiempo de duración de viaje,9,Propia,No quiso responder,0,0,0,"En la calle, afuera de la casa",Cónyuge,No,No,19,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14069,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Falta de estacionamiento,Poca frecuencia de paso en la noche,3,Propia,"$15,001 y $25,000",3,0,2,"En la calle, afuera de la casa",Hijo,Sí,Sí,35,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,43
14070,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Vialidades insuficientes,Poca frecuencia de paso en el día,4,Hipotecada,No quiso responder,1,0,0,,Jefe del hogar,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
14071,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Pavimento deteriorado,Poca frecuencia de paso en la noche,2,Propia,No quiso responder,0,0,0,"En la calle, afuera de la casa",Cónyuge,No,Sí,35,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14072,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,,0.0495681465666829,0.1043069417098451,0.1148121638330511,0.0481241339313282,0.0891978789317691,0.5765839229538658,0.0174068120734574,,42.2272235999035,32,22
14073,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,El costo del viaje,3,Propia,"$3,001 y $7,000",1,0,0,En la cochera de la casa,Cónyuge,No,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,22
14074,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,La distancia a las paradas,5,Hipotecada,No quiso responder,0,2,1,,Cónyuge,No,No,3,,0.023731572306518,0.1539519501907442,0.1921712723167593,0.0552028542936442,0.1072755231865263,0.4561270684986324,0.0115397592071753,,37.2110357026191,0,0
14075,2023-04-11 00:00:00+00:00,Zapotlanejo,141240001018A,03,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,1,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,Sí,35,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
14076,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Tiempos excesivos de traslado,Poca frecuencia de paso en la noche,3,Hipotecada,No quiso responder,0,0,0,,Cónyuge,No,No,3,,0.0816592495193901,0.2649989411610527,0.153803101074986,0.0485237681527723,0.0969635385941555,0.3464214705297898,0.0076299309678534,,30.50491727520243,0,0
14077,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Congestionamiento,Poca frecuencia de paso en el día,3,Propia,No quiso responder,1,0,0,,Cónyuge,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14078,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Vialidades insuficientes,Poca frecuencia de paso en el día,1,Rentada,No quiso responder,0,1,0,,Jefe del hogar,Sí,Sí,35,,0.010758957755899,0.0727037406099933,0.3158966308455671,0.0838918267679338,0.347127636946237,0.1622718710637057,0.0073493360106639,,27.98657266880609,32,0
14079,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Vialidades insuficientes,Falta de información de rutas,4,Rentada,No quiso responder,1,0,0,,Cónyuge,Sí,No,3,,0.009959645183779,0.1522876084955838,0.3777082031003643,0.0875298982809146,0.173354648793084,0.1810666813194353,0.0180933148268388,,27.388540485260275,32,22
14080,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Congestionamiento,Poca frecuencia de paso en el día,1,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,No,Sí,35,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
14081,2023-04-11 00:00:00+00:00,Zapotlanejo,141240001018A,03,Falta de señalamientos,El costo del viaje,4,Otros,Sin ingresos,0,0,1,,Compañero,No,No,35,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14082,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,2,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3,,0.008466062198593,0.0704801689210147,0.3398185239572398,0.0769499407315505,0.3586605602579389,0.1389579913696264,0.0066667525640365,,27.11089451190256,32,0
14083,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Congestionamiento,Poca frecuencia de paso en el día,1,Hipotecada,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,No,No,3,,0.0039808841138149,0.0296265517334335,0.0706758324349597,0.0295074047951766,0.0671088810546164,0.7820609225427791,0.0170395233252196,,51.67862106432839,0,22
14084,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Calles inundadas,La falta de comodidad de las unidades del transporte,7,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,Sí,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
14085,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Prestada,No quiso responder,0,0,1,,Cónyuge,Sí,No,3,,0.4314739579440219,0.2677513232040395,0.1193091914733655,0.0338570791377062,0.0659460875510162,0.0786739092046103,0.0029884514852401,,12.54786620512712,32,0
14086,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,La falta de comodidad de las unidades del transporte,2,Propia,"$1,501 y $3,000",0,1,0,,Jefe del hogar,No,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14087,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,0,1,0,,Cónyuge,Sí,No,3,,0.0061637802964101,0.0478994256822181,0.2628049047114354,0.0591046802915707,0.1864110597316449,0.4251339456685665,0.0124822036181538,,37.793778328759274,32,0
14088,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Calles inundadas,Poca frecuencia de paso en el día,4,Propia,"$7,001 y $10,000",0,1,0,,Hijo,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
14089,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,4,Prestada,No quiso responder,1,0,0,,Cónyuge,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14090,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,4,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14091,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Vialidades insuficientes,Poca frecuencia de paso en el día,2,Prestada,No quiso responder,1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14092,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,2,Propia,No quiso responder,2,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,43
