folio_vivienda,folio_habitante,parentesco,jefe_hogar_asignacion_artificial,jefe_hogar_fuente,edad,sexo_nacimiento,estado_civil,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,tiene_internet,weekend_mode_auto_particular,weekend_mode_camion_autobus,weekend_mode_a_pie,salio_casa_ayer,weekend_dest_visitar,weekend_dest_compras_bienes_servicios,centralidad,ageb,escolaridad,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar
11195,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11195,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11195,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196,2,Jefe del hogar,Jefe del hogar,observado,48.0,Hombres,Casado,6,Hipotecada,No quiso responder,1,No,Sí,Sí,Sí,Sí,No,Sí,01,1412000014338,,,0.002759343775149005,0.03626788063098665,0.08343667038000264,0.02633160881119852,0.0677278350689887,0.767995585245216,0.015481076088458319,,50.962716300287866
11196,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196,6,Jefe del hogar,Jefe del hogar,observado,45.0,Mujeres,Casado,6,Hipotecada,No quiso responder,1,No,Sí,Sí,Sí,Sí,No,Sí,01,1412000014338,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
11197,1,Jefe del hogar,Jefe del hogar,observado,28.0,Hombres,Casado,4,Rentada,"$10,001 y $15,000",1,Sí,Sí,No,No,Sí,Sí,Sí,01,1412000015177,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
11197,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11197,3,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11198,1,Jefe del hogar,Jefe del hogar,observado,61.0,Hombres,Casado,3,Rentada,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,01,1412000013819,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
11198,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11198,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11199,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11199,2,Jefe del hogar,Jefe del hogar,observado,34.0,Hombres,Casado,4,Prestada,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,01,1412000015158,,,0.007734548438340307,0.06261366701825868,0.3571549009277383,0.06512230012262718,0.37399298918776697,0.12697037987948165,0.006411214425786916,,26.74936780387157
11199,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11199,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200,1,Jefe del hogar,Jefe del hogar,observado,63.0,Hombres,Casado,3,Prestada,No quiso responder,0,Sí,No,Sí,No,Sí,Sí,Sí,01,1412000013113,,,0.0276889005536454,0.22824195130006633,0.30034080935648017,0.06661845380082128,0.17771645525027815,0.19283492072985617,0.006558509008852467,,26.182098350707747
11200,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200,3,Jefe del hogar,Jefe del hogar,observado,46.0,Hombres,Casado,3,Prestada,No quiso responder,0,Sí,No,No,No,Sí,Sí,Sí,01,1412000013113,,,0.008863676243505465,0.0645421710192642,0.2987107860649538,0.07462917701285031,0.2905435944322044,0.25465409302694425,0.00805650220027762,,31.35730032695946
11201,1,Jefe del hogar,Jefe del hogar,observado,71.0,Hombres,Casado,4,Propia,"$1,501 y $3,000",0,No,No,Sí,No,Sí,No,Sí,01,1412000013787,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
11201,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11202,1,Jefe del hogar,Jefe del hogar,observado,39.0,Hombres,Casado,4,Prestada,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,01,1412000015158,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
11202,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11202,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11202,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11203,1,Jefe del hogar,Jefe del hogar,observado,73.0,Mujeres,Viudo,1,Propia,No quiso responder,0,Sí,Sí,No,No,Sí,Sí,Sí,01,1412000015139,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
11204,1,Jefe del hogar,Jefe del hogar,observado,37.0,Hombres,Casado,2,Propia,No quiso responder,1,Sí,Sí,No,No,Sí,No,Sí,01,1412000012115,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
11204,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11205,1,Jefe del hogar,Jefe del hogar,observado,20.0,Hombres,Soltero,2,Prestada,No quiso responder,0,Sí,No,Sí,No,Sí,No,No,01,1412000013113,,,0.00881197670412017,0.07432330294044091,0.2988057805978374,0.06484368455530626,0.37331505811578714,0.17296104793920014,0.006939149147307968,,28.561501202938206
11205,2,Jefe del hogar,Jefe del hogar,observado,47.0,Mujeres,Separado,2,Prestada,No quiso responder,0,Sí,No,Sí,No,Sí,No,No,01,1412000013113,,,0.011758025195041762,0.09901871861735481,0.3697806107809494,0.07311627016180819,0.2884632601582596,0.15064792686140557,0.007215188225180617,,26.716957820805874
11206,1,Compañero,Compañero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11206,2,Compañero,Jefe del hogar,artificial_mayor_edad,30.0,Hombres,Soltero,2,Propia,No quiso responder,0,Sí,No,Sí,No,Sí,No,Sí,01,1412000015139,,,0.008251679423468055,0.07123000417601733,0.2685204690583268,0.08453416945391184,0.36247633335805435,0.1973365613760632,0.007650783154158366,,29.641219076384704
11207,1,Otro parentesco,Jefe del hogar,artificial_mayor_edad,65.0,Hombres,Separado,4,Propia,No quiso responder,2,Sí,Sí,No,No,Sí,No,Sí,01,1412000015139,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
11207,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11207,3,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11208,1,Jefe del hogar,Jefe del hogar,observado,34.0,Hombres,Casado,1,Propia,"$7,001 y $10,000",0,Sí,No,Sí,No,Sí,Sí,No,01,1412000013787,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
11209,1,Jefe del hogar,Jefe del hogar,observado,22.0,Hombres,Separado,2,Hipotecada,No quiso responder,0,No,No,Sí,No,Sí,Sí,Sí,01,1412000013113,,,0.00866183782636372,0.07090686864262913,0.28614253079196006,0.07367819764916893,0.3326115847203597,0.2208191301081985,0.007179850261320001,,30.24426839130071
11209,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11210,1,Jefe del hogar,Jefe del hogar,observado,22.0,Hombres,Unión libre,3,Rentada,"$10,001 y $15,000",0,No,No,Sí,Sí,Sí,Sí,No,01,141200001212A,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
11210,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11211,1,Jefe del hogar,Jefe del hogar,observado,39.0,Mujeres,Divorciado,2,Propia,No quiso responder,1,Sí,Sí,Sí,No,Sí,Sí,Sí,01,1412000015139,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
11211,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11212,1,Jefe del hogar,Jefe del hogar,observado,23.0,Hombres,Casado,2,Propia,"$7,001 y $10,000",0,Sí,Sí,Sí,Sí,Sí,Sí,No,01,1412000014287,Normal básica,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
11212,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11213,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11213,2,Jefe del hogar,Jefe del hogar,observado,40.0,Hombres,Casado,3,Prestada,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,Sí,No,01,1412000014338,,,0.00460999253263609,0.027682630753162244,0.13157473187664412,0.03922038353501242,0.1398506420203916,0.6317396352153734,0.0253219840667802,,46.77589739130358
11213,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11214,1,Jefe del hogar,Jefe del hogar,observado,80.0,Hombres,Casado,5,Propia,No quiso responder,0,Sí,No,No,No,No,No,No,01,1412000012115,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
11214,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11214,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11214,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11214,5,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11215,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11215,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11215,3,Jefe del hogar,Jefe del hogar,observado,41.0,Hombres,Casado,3,Propia,No quiso responder,2,Sí,Sí,Sí,No,Sí,Sí,Sí,01,1412000015139,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
11216,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11216,2,Jefe del hogar,Jefe del hogar,observado,36.0,Hombres,Casado,4,Propia,"$3,001 y $7,000",1,Sí,Sí,No,No,No,Sí,Sí,01,1412000013787,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
11216,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11216,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11217,1,Cónyuge,Jefe del hogar,artificial_mayor_edad,44.0,Mujeres,Casado,6,Propia,"Más de $25,001",2,Sí,Sí,No,No,Sí,No,Sí,01,1412000015177,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
11217,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11217,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11217,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11217,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11217,6,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11218,1,Jefe del hogar,Jefe del hogar,observado,60.0,Hombres,Casado,3,Propia,"$10,001 y $15,000",0,No,No,No,Sí,Sí,Sí,Sí,01,1412000015177,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
11218,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11218,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11219,1,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11219,2,Jefe del hogar,Jefe del hogar,observado,45.0,Mujeres,Unión libre,6,Propia,No quiso responder,0,No,No,Sí,Sí,Sí,Sí,No,01,1412000014291,Ninguno,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
11219,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11219,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11219,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11219,6,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11220,1,Jefe del hogar,Jefe del hogar,observado,66.0,Hombres,Casado,3,Propia,"$3,001 y $7,000",0,No,No,Sí,Sí,Sí,Sí,No,01,1412000015143,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
11220,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11220,3,Jefe del hogar,Jefe del hogar,observado,38.0,Mujeres,Casado,3,Propia,"$3,001 y $7,000",0,No,Sí,No,No,Sí,No,Sí,01,1412000015143,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
11221,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11221,2,Jefe del hogar,Jefe del hogar,observado,61.0,Hombres,Casado,3,Rentada,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,01,1412000015162,,,0.02888103494334047,0.19935379826306804,0.3664409606486684,0.08582900539531711,0.18536796519405851,0.12728635259979784,0.006840882955749707,,23.859201111528453
11221,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11222,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11222,2,Jefe del hogar,Jefe del hogar,observado,54.0,Hombres,Casado,3,Propia,No quiso responder,2,Sí,Sí,No,No,Sí,No,Sí,01,1412000015139,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
11222,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11223,1,Jefe del hogar,Jefe del hogar,observado,64.0,Hombres,Casado,4,Rentada,No quiso responder,0,Sí,No,Sí,No,No,No,No,01,1412000013113,,,0.04744461496670429,0.296375332671464,0.30967036552714067,0.0735642920317529,0.15837042980609575,0.10937609587114543,0.005198869125696946,,21.697269092451357
11223,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11223,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11223,4,Jefe del hogar,Jefe del hogar,observado,20.0,Mujeres,Unión libre,4,Rentada,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,01,1412000013113,,,0.008940138640534136,0.06264204805220619,0.3971923413861095,0.07857001041540175,0.3485148730618325,0.09836588096968928,0.005774707474226688,,25.349973598268893
11224,1,Jefe del hogar,Jefe del hogar,observado,33.0,Hombres,Casado,4,Otros,No quiso responder,1,No,Sí,No,No,Sí,Sí,Sí,01,1412000015143,,,0.0023520424220336215,0.015063617300538618,0.043412711843221506,0.02278526322499967,0.0607839168651565,0.8409130128104665,0.014689435533583524,,53.97482518919025
11224,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11224,3,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11225,1,Jefe del hogar,Jefe del hogar,observado,57.0,Hombres,Casado,4,Propia,"$7,001 y $10,000",1,Sí,No,Sí,No,Sí,Sí,Sí,01,1412000013787,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
11225,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11225,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11225,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11226,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11226,2,Jefe del hogar,Jefe del hogar,observado,37.0,Hombres,Casado,5,Rentada,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,01,1412000013861,,,0.00804538008854902,0.0642857273935848,0.37150803972058544,0.08367078141441968,0.3350298436854556,0.13079136301889918,0.006668864678506372,,26.64806538412702
11226,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11226,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11227,1,Jefe del hogar,Jefe del hogar,observado,33.0,Hombres,Casado,5,Prestada,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,No,01,1412000012793,,,0.008043068935707845,0.0627943870706677,0.387011656738541,0.060083254787065436,0.3750724345520979,0.10056547898365405,0.006429718932266241,,25.64570804135845
11227,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11227,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11227,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11227,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11228,1,Jefe del hogar,Jefe del hogar,observado,36.0,Hombres,Casado,4,Propia,"$15,001 y $25,000",1,Sí,Sí,No,No,Sí,No,Sí,01,1412000012115,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
11228,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11228,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11228,4,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11229,1,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11229,2,Jefe del hogar,Jefe del hogar,observado,51.0,Mujeres,Separado,4,Prestada,No quiso responder,2,Sí,Sí,No,Sí,No,Sí,Sí,01,1412000015162,,,0.004318753279802392,0.020554797254884415,0.06478411718660851,0.025438068535068338,0.06078294257185688,0.8107514970602681,0.01336982411151157,,52.589205280943695
11229,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11229,4,Jefe del hogar,Jefe del hogar,observado,61.0,Hombres,Casado,4,Prestada,No quiso responder,2,Sí,No,Sí,Sí,Sí,No,No,01,1412000015162,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
11230,1,Jefe del hogar,Jefe del hogar,observado,36.0,Hombres,Casado,5,Propia,"$15,001 y $25,000",2,Sí,Sí,No,No,Sí,No,Sí,01,1412000015177,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
11230,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11230,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11230,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11230,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11231,1,Jefe del hogar,Jefe del hogar,observado,68.0,Hombres,Casado,5,Propia,No quiso responder,1,No,No,Sí,No,Sí,Sí,Sí,01,1412000014338,,,0.03370201479737392,0.27870820927309714,0.2368085618319836,0.0663445015582527,0.12892704926727505,0.23486226240544822,0.020647400866569333,,27.94720083661585
11231,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11231,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11231,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11231,5,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11232,1,Jefe del hogar,Jefe del hogar,observado,42.0,Hombres,Casado,6,Propia,No sabe,0,Sí,No,Sí,No,Sí,No,No,01,1412000014291,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
11232,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11232,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11232,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11232,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11232,6,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11233,1,Jefe del hogar,Jefe del hogar,observado,53.0,Hombres,Casado,6,Rentada,No quiso responder,1,Sí,Sí,No,No,Sí,No,No,01,1412000015143,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
11234,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11234,2,Jefe del hogar,Jefe del hogar,observado,25.0,Hombres,Casado,2,Prestada,No quiso responder,0,Sí,Sí,Sí,Sí,Sí,No,No,01,141200001212A,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
11235,1,Jefe del hogar,Jefe del hogar,observado,57.0,Mujeres,Soltero,2,Propia,"$10,001 y $15,000",1,Sí,Sí,No,No,Sí,Sí,Sí,01,1412000015143,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
11235,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11236,1,Jefe del hogar,Jefe del hogar,observado,59.0,Hombres,Casado,4,Otros,No quiso responder,0,No,No,Sí,Sí,Sí,Sí,No,01,1412000012793,,,0.02379265667867613,0.19596417176443318,0.44182569615832007,0.06872931723426255,0.16916795773430018,0.09323994880356293,0.007280251626444988,,22.376755943130703
11236,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11236,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11236,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11237,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11237,2,Jefe del hogar,Jefe del hogar,observado,64.0,Hombres,Casado,5,Prestada,No quiso responder,0,Sí,No,No,No,No,Sí,No,01,1412000015162,,,0.05136136722625877,0.2648606264948204,0.2715781165730473,0.06545179091880926,0.1587128551198244,0.1817702136370661,0.006265030030173636,,24.849481426277407
11237,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11237,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11237,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11238,1,Jefe del hogar,Jefe del hogar,observado,45.0,Mujeres,Divorciado,3,Rentada,"$7,001 y $10,000",0,No,No,Sí,No,Sí,No,No,01,1412000015177,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
11238,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11238,3,Jefe del hogar,Jefe del hogar,observado,26.0,Hombres,Casado,3,Rentada,"$7,001 y $10,000",0,No,Sí,Sí,Sí,Sí,Sí,Sí,01,1412000015177,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
11239,1,Jefe del hogar,Jefe del hogar,observado,36.0,Hombres,Unión libre,5,Rentada,No quiso responder,0,Sí,No,Sí,No,Sí,No,No,01,1412000013113,,,0.008358244464905804,0.06958258372677606,0.40091040017725343,0.07596996113508296,0.301408639502065,0.1371883214385811,0.006581849555335787,,26.520706173927586
11239,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11239,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11239,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11239,5,Jefe del hogar,Jefe del hogar,observado,20.0,Hombres,Unión libre,5,Rentada,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,01,1412000013113,,,0.007463364518378023,0.05963519580016913,0.38347580596965125,0.07761790423328092,0.344291592913989,0.12132970814578364,0.00618642841874799,,26.32393566349356
11240,1,Jefe del hogar,Jefe del hogar,observado,39.0,Mujeres,Separado,3,Prestada,No quiso responder,0,Sí,No,Sí,No,Sí,Sí,Sí,01,1412000013113,,,0.009920105821547356,0.06334315468894323,0.33861689754813007,0.07058239181838878,0.32388575405665976,0.18724399798287167,0.0064076980834591,,28.75223944688092
11240,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11240,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11241,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11241,2,Jefe del hogar,Jefe del hogar,observado,28.0,Hombres,Casado,4,Rentada,No quiso responder,0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,01,1412000015162,,,0.006383672119846446,0.049806418141012276,0.2537558662341426,0.0756097471319451,0.2336530471690323,0.3678637450751246,0.012927504128896702,,35.96593145975289
11241,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11241,4,Jefe del hogar,Jefe del hogar,observado,55.0,Mujeres,Casado,4,Rentada,No quiso responder,0,Sí,No,Sí,Sí,Sí,No,No,01,1412000015162,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
11242,1,Jefe del hogar,Jefe del hogar,observado,41.0,Hombres,Divorciado,1,Rentada,No quiso responder,1,Sí,Sí,No,No,Sí,Sí,No,01,1412000015143,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
11243,1,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11243,2,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11243,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11243,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11243,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11243,6,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11243,7,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11243,8,Jefe del hogar,Jefe del hogar,observado,67.0,Mujeres,Soltero,8,Propia,"$7,001 y $10,000",0,Sí,,,,No,,,01,1412000014287,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
