Folio Vivienda,Folio Habitante,Fecha,Municipio,AGEB,Centralidad,¿Salió de su casa ayer?,¿Cuál es la razón por la que NO realizó algún viaje?,Viajes contados,Día de la semana que realizó los viajes:,Parentesco,Sexo de nacimiento,Género con el que se identifica:,Grupo de Edad,Edad,Estado civil,Escolaridad,Durante la semana pasada trabajó:,Ocupación:,Giro de la empresa donde trabaja:,¿Tiene alguna discapacidad?,¿Qué tipo de discapacidad?,¿Requiere acompañamiento en sus viajes?,¿Por qué razón requiere acompañamiento en sus viajes?,¿De quien recibe apoyo para realizar los viajes?,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | A PIE,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | CAMIÓN O AUTOBÚS,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | AUTOMÓVIL PARTICULAR,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | TREN LIGERO,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | MI MACRO,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | MOTOCICLETA,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi plataforma (Uber/Didi),¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 1 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 2 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 3 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Mototaxi,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte de personal,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Servicio suburbano,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte escolar,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte informal,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte escolar particular,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi colectivo,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Mi Bici,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Bicicleta,¿Cuáles son los principales destinos de los viajes en fin de semana? | Trabajar,¿Cuáles son los principales destinos de los viajes en fin de semana? | Estudiar,¿Cuáles son los principales destinos de los viajes en fin de semana? | Compras (comida),"¿Cuáles son los principales destinos de los viajes en fin de semana? | Compras (bienes, productos y servicios)",¿Cuáles son los principales destinos de los viajes en fin de semana? | Visitar a alguien,¿Cuáles son los principales destinos de los viajes en fin de semana? | Deportes o recreación,¿Cuáles son los principales destinos de los viajes en fin de semana? | Llevar o recoger a alguien,¿Cuáles son los principales destinos de los viajes en fin de semana? | Hacer un trámite,¿Cuáles son los principales destinos de los viajes en fin de semana? | Al médico o atención de salud,¿Cuáles son los principales destinos de los viajes en fin de semana? | Pagar algún servicio o al banco,¿Cuáles son los principales destinos de los viajes en fin de semana? | Guardería,¿Cuáles son los principales destinos de los viajes en fin de semana? | Regresar a Casa,¿Cuáles son los principales destinos de los viajes en fin de semana? | Religión,Ponderador
2579,3,9-Feb-23,Zapopan,1412000012469,22,Sí,,4,Miércoles,Hijo,Hombres,Hombres,18-34,26,Separado,Secundaria,Tiempo completo,Empleado,Comercio,No,,,,,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,38
2579,4,9-Feb-23,Zapopan,1412000012469,22,Sí,,2,Jueves,Hijo,Mujeres,Mujeres,6-11,10,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,38
2579,5,9-Feb-23,Zapopan,1412000012469,22,Sí,,2,Martes,Jefe del hogar,Hombres,Hombres,55 y +,59,Casado,Secundaria,Tiempo completo,Empleado,Servicio,No,,,,,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,38
2580,1,9-Feb-23,Zapopan,1412000015552,22,Sí,,3,Miércoles,Compañero,Mujeres,Hombres,18-34,26,Unión libre,Secundaria,Tiempo completo,Empleado,Comercio,No,,,,,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,38
2580,2,9-Feb-23,Zapopan,1412000015552,22,Sí,,3,Miércoles,Compañero,Mujeres,Mujeres,18-34,31,Unión libre,Secundaria,Medio tiempo,Empleado,Comercio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,38
2581,1,9-Feb-23,Zapopan,1412000015552,22,Sí,,3,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,39,Unión libre,,Tiempo completo,Empleado,,,,,,,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,38
2581,2,9-Feb-23,Zapopan,1412000015552,22,Sí,,7,Miércoles,Cónyuge,Mujeres,Mujeres,18-34,31,Unión libre,,,,,,,,,,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,No,38
2581,3,9-Feb-23,Zapopan,1412000015552,22,Sí,,2,Miércoles,Hijo,Hombres,Hombres,6-11,8,Soltero,Primaria,Es estudiante,Estudiante,,,,,,,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,38
2581,4,9-Feb-23,Zapopan,1412000015552,22,No,Otros (especifique),0,,Nieto,Mujeres,Mujeres,6-11,9,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38
2581,5,9-Feb-23,Zapopan,1412000015552,22,Sí,,4,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,58,Casado,Secundaria,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,No,Sí,No,38
2582,1,9-Feb-23,Zapopan,1412000014501,22,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,35-54,47,Casado,Licenciatura o profesional,No trabajo,Hogar,,,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,38
2582,2,9-Feb-23,Zapopan,1412000014501,22,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,57,Casado,,Tiempo completo,Empleado,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,69
2582,3,9-Feb-23,Zapopan,1412000014501,22,Sí,,2,Miércoles,Compañero,Mujeres,Mujeres,55 y +,61,Viudo,Licenciatura o profesional,,,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,38
2582,4,9-Feb-23,Zapopan,1412000014501,22,Sí,,4,Miércoles,Compañero,Hombres,Hombres,35-54,37,Casado,Maestría o doctorado,Tiempo completo,Empleado,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,38
2582,5,9-Feb-23,Zapopan,1412000014501,22,Sí,,2,Miércoles,Compañero,Mujeres,Mujeres,18-34,29,Casado,Licenciatura o profesional,No trabajo,Hogar,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,38
2582,6,9-Feb-23,Zapopan,1412000014501,22,Sí,,2,Jueves,Nieto,Mujeres,Mujeres,6-11,9,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,38
2583,1,9-Feb-23,Tlajomulco,1409704241761,22,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,18-34,33,Casado,Preparatoria o bachillerato,Tiempo completo,Empleado,Servicio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,No,38
2583,2,9-Feb-23,Tlajomulco,1409704241761,22,Sí,,3,Miércoles,Cónyuge,Mujeres,Mujeres,18-34,31,Casado,Preparatoria o bachillerato,Tiempo completo,Empleado,Comercio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,38
2583,3,9-Feb-23,Tlajomulco,1409704241761,22,Sí,,4,Jueves,Jefe del hogar,Hombres,Hombres,18-34,34,Unión libre,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,64
2583,4,9-Feb-23,Tlajomulco,1409704241761,22,Sí,,4,Lunes,Hijo,Mujeres,Mujeres,18-34,28,Soltero,Preparatoria o bachillerato,Es estudiante,Estudiante,,No,,,,,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,38
2584,1,9-Feb-23,Zapopan,1412000011526,22,Sí,,4,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,66,Casado,Preparatoria o bachillerato,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,38
2584,2,9-Feb-23,Zapopan,1412000011526,22,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,55 y +,59,Casado,Secundaria,No trabajo,Hogar,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,38
2584,3,9-Feb-23,Zapopan,1412000011526,22,Sí,,4,Miércoles,Hijo,Mujeres,Mujeres,35-54,51,Divorciado,Secundaria,Tiempo completo,Empleado,Servicio,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,Sí,No,No,No,No,Sí,No,38
2584,4,9-Feb-23,Zapopan,1412000011526,22,Sí,,4,Miércoles,Nieto,Hombres,Hombres,18-34,27,Divorciado,Preparatoria o bachillerato,Tiempo completo,Empleado,Servicio,No,,,,,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,38
2585,1,9-Feb-23,Zapopan,1412000012454,22,Sí,,3,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,62,Casado,Preparatoria o bachillerato,Tiempo completo,Trabajador independiente,Comercio,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,Sí,No,No,No,Sí,No,38
2585,2,9-Feb-23,Zapopan,1412000012454,22,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,55 y +,61,Casado,Secundaria,No trabajo,Hogar,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,No,38
2585,3,9-Feb-23,Zapopan,1412000012454,22,Sí,,3,Lunes,Compañero,Mujeres,Mujeres,18-34,29,Unión libre,Secundaria,Medio tiempo,Empleado,Comercio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,38
2586,1,9-Feb-23,Tlajomulco,1409704241761,22,Sí,,4,Miércoles,Jefe del hogar,Hombres,Hombres,18-34,33,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,Comercio,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,Sí,No,38
2586,2,9-Feb-23,Tlajomulco,1409704241761,22,Sí,,4,Miércoles,Otro parentesco,Hombres,Hombres,35-54,37,Soltero,Licenciatura o profesional,"Tenía trabajo, pero no trabajó",Trabajador independiente,Industria,No,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,38
2587,1,9-Feb-23,Zapopan,1412000011526,22,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,45,Casado,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,38
2587,2,9-Feb-23,Zapopan,1412000011526,22,Sí,,3,Miércoles,Cónyuge,Mujeres,Mujeres,35-54,44,Casado,Secundaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,No,Sí,No,38
2587,3,9-Feb-23,Zapopan,1412000011526,22,Sí,,4,Miércoles,Hijo,Hombres,Hombres,12-17,17,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,38
2587,4,9-Feb-23,Zapopan,1412000011526,22,Sí,,4,Miércoles,Hijo,Mujeres,Mujeres,12-17,16,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,38
2587,5,9-Feb-23,Zapopan,1412000011526,22,Sí,,3,Jueves,Hijo,Hombres,Hombres,12-17,16,Soltero,Secundaria,No trabajo,Desempleado,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,69
2588,1,9-Feb-23,Tlajomulco,1409704240975,22,Sí,,3,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,41,Casado,Licenciatura o profesional,,Patrón o empresario,,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,38
2588,2,9-Feb-23,Tlajomulco,1409704240975,22,Sí,,6,Miércoles,Cónyuge,Mujeres,Mujeres,35-54,40,Casado,Licenciatura o profesional,No trabajo,Hogar,,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,38
2589,1,9-Feb-23,Tlajomulco,140970424098A,22,Sí,,4,Miércoles,Cónyuge,Mujeres,Mujeres,55 y +,65,Casado,Primaria,Es jubilado o pensionado,Hogar,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,38
2589,2,9-Feb-23,Tlajomulco,140970424098A,22,Sí,,4,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,65,Casado,Primaria,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Sí,No,38
2589,3,9-Feb-23,Tlajomulco,140970424098A,22,Sí,,4,Miércoles,Hijo,Hombres,Hombres,18-34,27,Soltero,Secundaria,No trabajo,Desempleado,,No,,,,,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,38
2589,4,9-Feb-23,Tlajomulco,140970424098A,22,Sí,,6,Jueves,Hijo,Hombres,Hombres,12-17,14,Soltero,Secundaria,No trabajo,Hogar,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,38
2590,1,9-Feb-23,Zapopan,1412000014501,22,Sí,,2,Miércoles,Cónyuge,Mujeres,No binario,55 y +,63,Casado,,Tiempo completo,Empleado,,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,38
2590,2,9-Feb-23,Zapopan,1412000014501,22,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,65,Casado,Licenciatura o profesional,Tiempo completo,Empleado,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,38
2590,3,9-Feb-23,Zapopan,1412000014501,22,Sí,,2,Miércoles,Hijo,Hombres,Hombres,35-54,41,Soltero,,Tiempo completo,Empleado,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,69
2590,4,9-Feb-23,Zapopan,1412000014501,22,Sí,,2,Miércoles,Hijo,Hombres,Hombres,35-54,39,Soltero,,Tiempo completo,Empleado,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,38
2590,5,9-Feb-23,Zapopan,1412000014501,22,Sí,,2,Miércoles,Hijo,Hombres,Hombres,18-34,25,Soltero,,Tiempo completo,Empleado,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,No,38
