Folio Vivienda,Fecha,Municipio,AGEB,Centralidad,"En su opinión, ¿Cuál es el principal problema de movilidad en sus traslados en la zona donde vive?","Y con respecto al TRANSPORTE PÚBLICO, ¿Cuál considera que es el principal problema de la zona donde vive?","Incluyéndolo, ¿cuántas personas viven permanentemente en su vivienda contando a los bebés y personas adultas mayores?",Esta casa es?,¿Ingresos mensuales de todas las personas que habitan en la vivienda y aportan gastos al hogar?,¿Cuántos ... tienen en esta vivienda? | Vehículos (autos o camionetas),¿Cuántos ... tienen en esta vivienda? | Motocicletas o motonetas,¿Cuántos ... tienen en esta vivienda? | Bicicletas,¿Dónde estacionan los vehículos?,Persona del hogar que fue el informante principal,¿En su vivienda tienen acceso a internet?,"En su hogar, ¿Estarían dispuestos a participar en este mismo tipo de estudio en el futuro?",Ponderador
17561,28-Apr-23,Ixtlahuacán de los Membrillos,140440026,04,Falta de señalamientos,Poca frecuencia de paso en la noche,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,27
17562,28-Apr-23,Tlajomulco,1409700150960,51F,Insuficiente transporte público,El tiempo de duración de viaje,3,Propia,No quiso responder,0,1,0,En la cochera de la casa,Cónyuge,Sí,No,10
17563,28-Apr-23,Tlajomulco,1409700312774,51F,,,1,Otros,No quiso responder,0,0,0,,Jefe del hogar,No,No,10
17564,28-Apr-23,Zapopan,1412000012488,24A,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,4,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,29
17568,28-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Prestada,No quiso responder,0,0,0,,Cónyuge,Sí,No,19
17569,28-Apr-23,Tlajomulco,140970123,51F,Insuficiente transporte público,El tiempo de duración de viaje,3,Propia,No quiso responder,0,1,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,10
17571,28-Apr-23,Tlajomulco,140970123,51F,,,3,Prestada,No quiso responder,0,1,0,,Cónyuge,Sí,No,10
17572,28-Apr-23,Tlajomulco,1409700312774,51F,,,4,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,10
17574,28-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,19
17576,28-Apr-23,Tlajomulco,1409700312774,51F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$3,001 y $7,000",0,1,0,,Jefe del hogar,No,No,10
17578,28-Apr-23,Tlajomulco,140970123,51F,,,4,Rentada,No quiso responder,0,1,0,,Cónyuge,Sí,No,10
17581,28-Apr-23,El Salto,1407000200613,52,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,3,Propia,"$10,001 y $15,000",0,0,0,,Hijo,Sí,Sí,59
17582,28-Apr-23,Tlajomulco,140970123,51F,,,3,Propia,No quiso responder,0,0,0,"En la calle, afuera de la casa",Jefe del hogar,No,No,10
17583,28-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,5,Prestada,No quiso responder,0,1,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,19
17584,28-Apr-23,Tlajomulco,1409700312774,51F,,,1,Rentada,No quiso responder,0,1,0,,Jefe del hogar,Sí,No,10
17587,28-Apr-23,Zapopan,1412000012488,24A,Pavimento deteriorado,El tiempo de duración de viaje,2,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,Sí,No,29
17588,28-Apr-23,Tlajomulco,140970123,51F,,,3,Propia,No quiso responder,0,0,0,,Cónyuge,No,No,10
17591,28-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,19
17592,28-Apr-23,Tlajomulco,1409700312774,51F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,No,No,10
17594,28-Apr-23,Tlajomulco,1409700150960,51F,Congestionamiento,La distancia a las paradas,4,Propia,No quiso responder,0,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,10
17596,28-Apr-23,Ixtlahuacán de los Membrillos,140440026,04,Congestionamiento,Falta de información de rutas,2,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,No,No,27
17597,28-Apr-23,Tlajomulco,1409700312774,51F,Tiempos excesivos de traslado,Poca frecuencia de paso en la noche,4,Hipotecada,No quiso responder,0,2,1,,Cónyuge,No,No,10
17600,28-Apr-23,Tlajomulco,140970123,51F,,,2,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,10
17601,28-Apr-23,Tlajomulco,1409700150960,51F,Insuficiente transporte público,Poca frecuencia de paso en la noche,2,Propia,No quiso responder,0,1,0,En la cochera de la casa,Jefe del hogar,Sí,No,10
17604,28-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,19
17606,28-Apr-23,Zapopan,1412000012488,24A,Congestionamiento,Poca frecuencia de paso en la noche,2,Rentada,No quiso responder,0,0,0,En la cochera de la casa,Cónyuge,Sí,No,29
17607,28-Apr-23,Tlajomulco,1409700150960,51F,Congestionamiento,La distancia a las paradas,1,Propia,No quiso responder,0,1,0,,Jefe del hogar,Sí,No,10
17608,28-Apr-23,Tlajomulco,1409700312774,51F,,,2,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,10
17609,28-Apr-23,Tlajomulco,1409700312774,51F,Insuficiente transporte público,La falta de comodidad de las unidades del transporte,1,Propia,"$1,501 y $3,000",0,0,0,,Jefe del hogar,No,No,10
17612,28-Apr-23,Ixtlahuacán de los Membrillos,140440026,04,Falta de ciclovías,La distancia a las paradas,4,Rentada,"$10,001 y $15,000",0,0,3,,Hijo,Sí,Sí,27
17614,28-Apr-23,Tlajomulco,1409700150960,51F,Falta de estacionamiento,La distancia a las paradas,3,Propia,No quiso responder,0,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,10
17616,28-Apr-23,Tlajomulco,140970123,51F,,,3,Rentada,No quiso responder,0,1,0,,Cónyuge,Sí,No,10
17617,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,El costo del viaje,1,Propia,No sabe,0,0,0,,Jefe del hogar,No,Sí,10
17620,28-Apr-23,Tlajomulco,1409700050335,59,Congestionamiento,El tiempo de duración de viaje,4,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,19
17621,28-Apr-23,Tlajomulco,1409700312774,51F,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",0,0,0,"En la calle, afuera de la casa",Hijo,No,No,10
17622,28-Apr-23,Tlajomulco,1409700150960,51F,Congestionamiento,La distancia a las paradas,2,Propia,No quiso responder,0,1,0,,Compañero,Sí,No,10
17623,28-Apr-23,Tlajomulco,140970123,51F,,,1,Propia,No quiso responder,0,0,0,,Jefe del hogar,No,No,10
17625,28-Apr-23,Tlajomulco,140970123,51F,,,3,Hipotecada,No quiso responder,0,1,0,,Cónyuge,No,No,10
17626,28-Apr-23,Tlajomulco,1409700312774,51F,Vialidades insuficientes,El costo del viaje,5,Prestada,No quiso responder,0,1,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,10
17627,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,No sabe,0,0,0,,Cónyuge,Sí,Sí,10
17630,28-Apr-23,Zapopan,1412000012488,24A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,3,Propia,"$7,001 y $10,000",0,0,0,,Hijo,Sí,No,29
17631,28-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Hipotecada,No quiso responder,0,0,0,,Cónyuge,No,No,19
17633,28-Apr-23,Tlajomulco,140970123,51F,,,4,Rentada,No quiso responder,0,0,0,,Hijo,Sí,No,10
17635,28-Apr-23,Tlajomulco,1409700312789,51F,Insuficiente transporte público,La distancia a las paradas,5,Propia,No quiso responder,0,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,10
17636,28-Apr-23,Tlajomulco,1409700312774,51F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,No,No,10
17637,28-Apr-23,Tlajomulco,140970123,51F,,,3,Propia,No quiso responder,0,1,0,,Cónyuge,No,No,10
17639,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,La distancia a las paradas,5,Rentada,No sabe,0,0,0,,Cónyuge,Sí,No,10
17642,28-Apr-23,Zapopan,1412000012488,24A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,5,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,Sí,Sí,29
17643,28-Apr-23,Tlajomulco,1409700312774,51F,,,7,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,10
17644,28-Apr-23,Tlajomulco,1409700150960,51F,Congestionamiento,La distancia a las paradas,2,Propia,No quiso responder,0,0,0,En la cochera de la casa,Jefe del hogar,No,No,10
17646,28-Apr-23,Tlajomulco,140970123,51F,,,4,Prestada,No quiso responder,0,1,0,,Otro parentesco,Sí,No,10
17649,28-Apr-23,Tlajomulco,1409700312774,51F,Insuficiente transporte público,Poca frecuencia de paso en el día,1,Hipotecada,No quiso responder,0,0,0,"En la calle, afuera de la casa",Jefe del hogar,No,No,10
17650,28-Apr-23,Tlajomulco,140970123,51F,,,2,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,10
17651,28-Apr-23,Tlajomulco,1409700312774,51F,Insuficiente transporte público,Trato del/de la chofer,4,Prestada,"$3,001 y $7,000",0,0,0,,Cónyuge,No,No,10
17653,28-Apr-23,Ixtlahuacán de los Membrillos,140440011,54,Congestionamiento,Poca frecuencia de paso en el día,2,Propia,"$7,001 y $10,000",0,1,0,,Cónyuge,No,No,27
17654,28-Apr-23,Zapopan,1412000012488,24A,Tiempos excesivos de traslado,El tiempo de duración de viaje,1,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,29
17655,28-Apr-23,Zapopan,1412000012488,24A,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,Sí,Sí,29
17656,28-Apr-23,Tlajomulco,140970123,51F,,,2,Hipotecada,No quiso responder,0,1,0,,Jefe del hogar,No,No,10
17658,28-Apr-23,Tlajomulco,1409700312774,51F,Calles inundadas,La distancia a las paradas,1,Propia,"$1,501 y $3,000",0,0,0,,Jefe del hogar,No,No,10
17659,28-Apr-23,Tlajomulco,1409700150960,51F,Insuficiente transporte público,Poca frecuencia de paso en el día,1,Propia,Sin ingresos,0,0,1,,Jefe del hogar,No,No,10
17662,28-Apr-23,Tlajomulco,1409700150227,51F,,Poca frecuencia de paso en el día,5,Propia,No quiso responder,0,0,0,,Cónyuge,Sí,Sí,10
17664,28-Apr-23,Zapopan,1412000012488,24A,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,5,Propia,"$7,001 y $10,000",0,0,0,,Hijo,Sí,Sí,29
17665,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,El costo del viaje,7,Propia,No sabe,0,1,1,,Cónyuge,Sí,Sí,10
17668,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,La distancia a las paradas,6,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,Sí,10
17669,28-Apr-23,El Salto,1407000200613,52,Pavimento deteriorado,Falta de información de rutas,2,Propia,"$15,001 y $25,000",0,0,0,,Cónyuge,No,Sí,59
17670,28-Apr-23,Tlajomulco,140970123,51F,,,3,Prestada,No quiso responder,0,1,0,,Cónyuge,Sí,No,10
17671,28-Apr-23,Zapopan,1412000012488,24A,Falta de señalamientos,Falta de información de rutas,4,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,29
17673,28-Apr-23,Tlajomulco,140970123,51F,,,3,Hipotecada,No quiso responder,0,0,0,,Cónyuge,No,No,10
17676,28-Apr-23,Tlajomulco,140970123,51F,,,1,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,10
17677,28-Apr-23,Ixtlahuacán de los Membrillos,140440011,54,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Prestada,"$7,001 y $10,000",0,1,0,,Otro parentesco,Sí,No,27
17680,28-Apr-23,Zapotlanejo,1412401760160,50,,,3,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3
17681,28-Apr-23,Tlajomulco,140970123,51F,,,3,Prestada,No quiso responder,0,1,0,,Cónyuge,Sí,No,10
17684,28-Apr-23,Ixtlahuacán de los Membrillos,140440026,04,Vialidades insuficientes,La distancia a las paradas,4,Propia,No sabe,0,0,0,,Hijo,Sí,Sí,27
17686,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,No sabe,0,0,0,,Hijo,Sí,Sí,10
17688,28-Apr-23,Zapopan,1412000012488,24A,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,29
17689,28-Apr-23,Tlajomulco,140970123,51F,,,2,Propia,No quiso responder,0,0,0,,Jefe del hogar,No,No,10
17690,28-Apr-23,Tlajomulco,1409700150960,51F,,,2,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,10
17691,28-Apr-23,Zapopan,1412000012488,24A,Falta de señalamientos,La falta de comodidad de las unidades del transporte,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,29
17692,28-Apr-23,Zapotlanejo,1412401760160,50,,,2,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3
17693,28-Apr-23,El Salto,1407000200613,52,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"Más de $25,001",0,0,0,,Cónyuge,Sí,Sí,59
17694,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,No sabe,0,0,0,,Hijo,Sí,Sí,10
17703,28-Apr-23,Tlajomulco,1409700150960,51F,,,4,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,10
17705,28-Apr-23,El Salto,1407000200613,52,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,Sí,59
17706,28-Apr-23,Zapopan,1412000012488,24A,Pavimento deteriorado,El costo del viaje,3,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,29
17707,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,El costo del viaje,3,Propia,No sabe,0,0,0,,Hijo,Sí,Sí,10
17708,28-Apr-23,Zapotlanejo,1412401760160,50,,,1,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3
17709,28-Apr-23,Zapopan,1412000012488,24A,Calles inundadas,Poca frecuencia de paso en el día,3,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,Sí,Sí,29
17711,28-Apr-23,Zapopan,1412000012488,24A,Congestionamiento,Poca frecuencia de paso en el día,2,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,No,Sí,29
17714,28-Apr-23,Zapopan,1412000012488,24A,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,29
17715,28-Apr-23,El Salto,1407000200613,52,Congestionamiento,Falta de información de rutas,4,Propia,No quiso responder,0,0,0,,Cónyuge,Sí,No,59
17718,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,El costo del viaje,1,Propia,No quiso responder,0,1,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,10
17720,28-Apr-23,Tlajomulco,1409700150960,51F,,,3,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,10
17722,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,El costo del viaje,3,Rentada,No sabe,0,0,0,,Jefe del hogar,Sí,No,10
17723,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,Poca frecuencia de paso en el día,1,Propia,No quiso responder,0,0,1,,Jefe del hogar,Sí,Sí,10
17724,28-Apr-23,Zapopan,1412000012488,24A,Congestionamiento,La distancia a las paradas,3,Propia,"$3,001 y $7,000",0,1,0,,Otro parentesco,Sí,Sí,29
17725,28-Apr-23,Tlajomulco,1409700150960,51F,,,1,Propia,No quiso responder,0,0,1,,Jefe del hogar,Sí,No,10
17727,28-Apr-23,Ixtlahuacán de los Membrillos,140440026,04,Falta de cruces peatonales,Poca frecuencia de paso en la noche,6,Propia,"$15,001 y $25,000",0,0,0,,Cónyuge,Sí,Sí,27
17728,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,Poca frecuencia de paso en el día,7,Propia,No quiso responder,0,0,2,,Jefe del hogar,Sí,Sí,10
17730,28-Apr-23,Tlajomulco,1409700150960,51F,,,1,Rentada,No quiso responder,0,1,0,,Jefe del hogar,Sí,No,10
17732,28-Apr-23,Tlajomulco,1409700150227,51F,,,4,Prestada,No quiso responder,0,1,0,,Cónyuge,Sí,No,10
17733,28-Apr-23,Ixtlahuacán de los Membrillos,140440011,54,Vialidades insuficientes,Poca frecuencia de paso en el día,4,Rentada,"$15,001 y $25,000",0,1,0,,Hijo,Sí,No,27
17734,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,El costo del viaje,6,Propia,No sabe,0,0,1,"En la calle, afuera de la casa",Hijo,Sí,Sí,10
17736,28-Apr-23,Tlajomulco,1409700150227,51F,,,3,Prestada,No quiso responder,0,0,0,,Cónyuge,Sí,No,10
17737,28-Apr-23,Ixtlahuacán de los Membrillos,140440011,54,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Rentada,"$3,001 y $7,000",0,0,0,,Cónyuge,No,No,27
17738,28-Apr-23,El Salto,1407000200613,52,Congestionamiento,Poca frecuencia de paso en la noche,3,Propia,No quiso responder,0,0,0,,Cónyuge,Sí,Sí,59
17739,28-Apr-23,Ixtlahuacán de los Membrillos,140440011,54,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Rentada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,No,27
17740,28-Apr-23,Tlajomulco,1409700150227,51F,Tiempos excesivos de traslado,El tiempo de duración de viaje,2,Rentada,"$10,001 y $15,000",0,0,0,,Compañero,Sí,No,10
17742,28-Apr-23,Tlajomulco,1409700150227,51F,Tiempos excesivos de traslado,El tiempo de duración de viaje,4,Propia,"$10,001 y $15,000",0,0,0,,Cónyuge,Sí,No,10
17744,28-Apr-23,El Salto,1407000200613,52,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,4,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,59
17745,28-Apr-23,Tlajomulco,1409700150227,51F,,,1,Hipotecada,No quiso responder,0,1,0,,Jefe del hogar,No,No,10
17746,28-Apr-23,Tlajomulco,1409700150227,51F,,,4,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,10
17747,28-Apr-23,Tlajomulco,1409700150227,51F,,,2,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,10
17748,28-Apr-23,El Salto,1407000200613,52,Congestionamiento,La distancia a las paradas,4,Propia,No quiso responder,0,0,1,,Cónyuge,Sí,Sí,59
17750,28-Apr-23,Tlajomulco,1409700150227,51F,Insuficiente transporte público,El costo del viaje,7,Propia,No sabe,0,1,2,,Hijo,No,Sí,10
17753,29-Apr-23,Tlajomulco,1409700050335,59,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,5,Prestada,No quiso responder,0,0,0,,Cónyuge,Sí,No,19
17754,29-Apr-23,Tlajomulco,1409700050335,59,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,0,0,0,,Cónyuge,Sí,No,19
17755,29-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,19
17760,29-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,19
17761,29-Apr-23,Tlajomulco,1409700050335,59,Tiempos excesivos de traslado,Trato del/de la chofer,4,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,19
17762,29-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Hipotecada,No quiso responder,0,1,0,,Hijo,No,No,19
17763,29-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Rentada,No quiso responder,0,1,0,,Cónyuge,Sí,No,19
17764,29-Apr-23,Tlajomulco,1409700150956,51F,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,2,Prestada,No quiso responder,0,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,10
17766,29-Apr-23,Tlajomulco,1409700150960,51F,,,3,Propia,No quiso responder,0,0,1,,Jefe del hogar,Sí,No,10
17767,29-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Hipotecada,No quiso responder,0,1,0,,Cónyuge,Sí,No,19
17768,29-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Prestada,No quiso responder,0,0,0,,Hijo,Sí,No,19
17769,29-Apr-23,Tlajomulco,1409700150956,51F,Falta de cruces peatonales,El sobrecupo de personas en las unidades del transporte,2,Rentada,No quiso responder,0,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,10
17771,29-Apr-23,Tlajomulco,1409700150960,51F,Congestionamiento,El sobrecupo de personas en las unidades del transporte,2,Propia,"$1,501 y $3,000",0,0,0,En la cochera de la casa,Cónyuge,No,No,10
17772,29-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,5,Hipotecada,No quiso responder,0,1,0,,Hijo,No,No,19
17773,29-Apr-23,Tlajomulco,1409700150960,51F,,,1,Propia,No quiso responder,0,0,0,,Jefe del hogar,No,No,10
17775,29-Apr-23,Tlajomulco,1409700150960,51F,Congestionamiento,La falta de comodidad de las unidades del transporte,4,Propia,"$3,001 y $7,000",0,0,0,,Otro parentesco,No,No,10
17779,29-Apr-23,Tlajomulco,140973679,11F,Insuficiente transporte público,Poca frecuencia de paso en la noche,2,Propia,No quiso responder,0,1,1,En la cochera de la casa,Jefe del hogar,Sí,No,10
17781,29-Apr-23,Tlajomulco,1409700050335,59,Pavimento deteriorado,Poca frecuencia de paso en el día,2,Prestada,No quiso responder,0,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,19
17782,29-Apr-23,Tlajomulco,140973679,11F,Congestionamiento,La distancia a las paradas,3,Propia,No quiso responder,0,0,0,En la cochera de la casa,Cónyuge,Sí,No,10
17783,29-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,19
17785,29-Apr-23,Tlajomulco,1409700150956,51F,,,1,Prestada,No quiso responder,0,3,0,,Jefe del hogar,Sí,No,10
17786,29-Apr-23,Tlajomulco,1409700152064,51F,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Propia,No sabe,0,1,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,10
17788,29-Apr-23,Tlajomulco,140970005034A,59,Falta de cruces peatonales,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,Sí,19
17789,29-Apr-23,Tlajomulco,140973679,11F,Pavimento deteriorado,La distancia a las paradas,2,Propia,No quiso responder,0,1,0,En la cochera de la casa,Compañero,Sí,No,10
17790,29-Apr-23,Tlajomulco,1409700150956,51F,Falta de cruces peatonales,El tiempo de duración de viaje,2,Rentada,No quiso responder,0,1,1,,Jefe del hogar,Sí,No,10
17793,29-Apr-23,Tlajomulco,140970123,51F,,,2,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,10
17794,29-Apr-23,Tlajomulco,1409700152064,51F,,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,0,0,0,,Jefe del hogar,No,Sí,10
17796,29-Apr-23,Tlajomulco,140973679,11F,Insuficiente transporte público,Trato del/de la chofer,3,Propia,No quiso responder,0,1,0,En la cochera de la casa,Cónyuge,Sí,No,10
17798,29-Apr-23,Tlajomulco,140970005034A,59,Pavimento deteriorado,Poca frecuencia de paso en el día,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,19
17799,29-Apr-23,Tlajomulco,1409700150956,51F,,,3,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,10
17800,29-Apr-23,Tlajomulco,1409700150710,51F,Falta de cruces peatonales,La distancia a las paradas,2,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,Sí,10
17801,29-Apr-23,Tlajomulco,140973679,11F,Congestionamiento,La distancia a las paradas,2,Propia,No quiso responder,0,0,0,En la cochera de la casa,Cónyuge,Sí,No,10
17802,29-Apr-23,Tlajomulco,1409700050335,59,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,19
17805,29-Apr-23,Tlajomulco,140973679,11F,Insuficiente transporte público,El tiempo de duración de viaje,1,Prestada,No quiso responder,0,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,10
17807,29-Apr-23,Tlajomulco,1409700150960,51F,,,3,Propia,No quiso responder,0,0,0,,Cónyuge,No,No,10
17808,29-Apr-23,Tlajomulco,1409700150960,51F,Calles inundadas,El sobrecupo de personas en las unidades del transporte,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,10
17809,29-Apr-23,Tlajomulco,140973679,11F,Congestionamiento,La distancia a las paradas,3,Propia,No quiso responder,0,0,0,En la cochera de la casa,Cónyuge,Sí,No,10
17811,29-Apr-23,Tlajomulco,1409700152064,51F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$15,001 y $25,000",0,0,1,,Jefe del hogar,Sí,Sí,10
17812,29-Apr-23,Tlajomulco,140970005034A,59,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,19
17813,29-Apr-23,Tlajomulco,1409700150956,51F,,,2,Prestada,No quiso responder,0,1,0,,Cónyuge,Sí,No,10
17816,29-Apr-23,Tlajomulco,140973679,11F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,No quiso responder,0,0,1,En la cochera de la casa,Hijo,Sí,No,10
17817,29-Apr-23,Tlajomulco,1409700150960,51F,,,2,Propia,No quiso responder,0,0,0,,Cónyuge,Sí,No,10
17819,29-Apr-23,Tlajomulco,1409700150960,51F,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,3,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,No,No,10
